"","ags","wahlberechtigte","waehler","ungueltig","gueltig","parteien_ges","partei_cdu","partei_spd","partei_gruene","partei_fdp","partei_linke","partei_rep","partei_odp","partei_dkp","partei_afd","partei_big","partei_partei","partei_einheit","partei_graue","partei_npd","partei_piraten","partei_cdu.fdp","partei_spd.gruene","wv_cdu","wv_spd","wv_fdp","wv_gruene","wv_linke","wv_odp","wv_partei","wv_agp","wv_spd.gruene","wv_allg","wv_ju","wv_grli","wv_lili","wv_frli","wv_einzel","Gemeindename","lon","lat"
"284","08128115","10630","5658","283","80330","80330","38240","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","42090","None","None","None","None","None","Tauberbischofsheim, Stadt",9.662778,49.622047
"285","08128126","6112","3526","105","54388","54388","24902","None","None","None","None","None","None","None","None","None","None","None","None","None","1656","None","None","None","14205","None","None","None","None","None","None","None","13625","None","None","None","None","None","Weikersheim, Stadt",9.902462,49.482875
"286","08128128","2822","1829","161","19862","19862","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","19862","None","None","None","None","None","Werbach",9.638538,49.670749
"287","08128131","18512","9651","317","210532","210532","83884","47738","22325","11961","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","42331","None","None","None","None","2293","Wertheim, Stadt",9.516823,49.759581
"288","08128137","1385","902","27","9866","9866","3073","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6793","None","None","None","None","None","Wittighausen",9.838518,49.612832
"289","08128138","1891","1200","29","8169","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Ahorn",9.540368,49.501528
"290","08128139","11850","6152","312","110802","110802","53049","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","23181","None","None","None","None","None","None","None","34572","None","None","None","None","None","Lauda-Königshofen, Stadt",9.70108,49.57011
"291","08135010","3631","2292","89","32939","32939","14738","None","None","None","None","None","3193","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","15008","None","None","None","None","None","Dischingen",10.364184,48.696067
"292","08135015","9306","4688","225","77313","77313","12215","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","15354","None","None","None","None","None","49744","None","None","None","None","None","Gerstetten",10.018422,48.622994
"293","08135016","14788","5501","276","111527","111527","None","41792","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","49178","None","None","None","None","None","None","None","None","None","None","20557","None","None","None","Giengen an der Brenz, Stadt",10.24167,48.623783
"294","08135019","36804","14135","667","361384","361384","108951","77814","75672","None","22513","None","None","11057","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","65377","None","None","None","None","None","Heidenheim an der Brenz, Stadt",10.154639,48.677736
"295","08135020","10709","4427","140","77350","77350","21207","14795","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","41348","None","None","None","None","None","Herbrechtingen, Stadt",10.175775,48.621668
"296","08135021","1808","1128","9","13002","13002","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3681","None","None","None","None","None","None","None","None","9321","None","None","None","None","None","Hermaringen",10.261636,48.596078
"297","08135025","5925","2854","112","46729","46729","11565","18480","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5591","None","None","None","None","None","11093","None","None","None","None","None","Königsbronn",10.11239,48.743064
"298","08135026","5076","2490","91","37095","37095","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","22246","14849","None","None","None","None","None","None","None","None","None","None","None","None","None","Nattheim",10.241784,48.699582
"299","08135027","3692","1926","51","30275","30275","None","7637","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","12215","None","None","None","None","None","None","None","None","10423","None","None","None","None","None","Niederstotzingen, Stadt",10.236742,48.536593
